N,P,K,temperature,humidity,ph,rainfall,label
20.86670832185204,68.2197659895425,18.883988726825976,24.469590315806247,15.596384086093938,5.451450892565926,103.45117859776428,kidneybeans
47.926418485716376,54.39820691846538,55.285295056782886,29.81327904797015,91.32063475818101,6.787947167596891,172.06903122952238,papaya
28.20714313861157,27.26315459459585,38.314657235949184,30.519776540175084,48.78294848716046,5.816953194539667,93.12617607014651,mango
41.507806088144825,63.716553271862935,17.698454793642814,25.469876364044243,63.897308854217314,7.041888386058511,73.40287944035695,blackgram
68.07043185804615,57.50830186602625,36.057044464245415,18.689232048352686,65.8994707557674,6.61760068590338,113.7747490900347,maize
23.463845159244304,52.529165331473564,23.307182628164025,28.753949944714307,84.84349528535151,6.227074127099547,63.71034690817104,mungbean
73.96633393826126,47.23554703523759,42.94289302265482,29.47899855229837,64.96964544230053,6.451547232335493,101.22744037821347,maize
18.56276240299822,68.43664452201504,19.77243877349379,25.72729099980587,46.150835358806205,5.898852620671903,118.65652606656641,pigeonpeas
22.058258538426227,16.362311396654086,26.80467333583992,29.94603295836477,92.84614195659807,5.500805275093812,156.72502467953177,coconut
93.53757675853406,15.564337199846845,52.57830315041697,33.86562124335516,89.40082927137387,6.000265065700539,28.15709303136203,muskmelon
82.52481364448495,57.62783285449977,44.10336048775339,22.533103002799763,58.323278206449494,6.314059355301789,109.15878617925735,maize
25.227415617564663,64.85672736541733,24.1472027796352,28.989314619644585,60.76782849270511,7.377701662850816,64.69225103976947,blackgram
96.9882682825261,31.43340493202156,33.37828181614118,22.40197987305212,62.98977161071275,6.379005569803487,183.23279251298334,coffee
24.522461008400725,121.42485329706568,209.35013451012242,23.650285960640012,83.07084470565876,5.707013905240933,71.60268857417577,grapes
17.022325324080704,51.50266538665796,27.49717991504355,26.7946149191751,89.40681163287653,6.053892315598043,56.54733298067809,mungbean
104.59485939773857,29.66151849002396,17.084439094570385,24.281427049266796,57.81053584102655,6.884448619776023,159.95345789244593,coffee
13.306971001383756,70.46459311515805,16.970695896205534,25.15813371862189,29.97006141267247,5.4700030236649955,96.7566429613713,kidneybeans
143.6438622960586,49.03118596748144,17.98538021732886,22.835760812971355,77.89507065993412,6.627012475160087,79.55590287112119,cotton
20.59592213418221,116.57917542294037,192.17169128675943,21.223706764382865,89.51473756582159,5.916408459612388,119.62129639839426,apple
116.87548055236793,83.96091427498094,53.63397023200902,25.115551800733073,86.43191068497767,5.922884277356081,109.16328770240298,banana
38.201175553641185,62.35603959273771,33.678289511638894,26.780015903331314,62.85576037196963,7.224751050885818,74.00212965744278,blackgram
94.86551296528205,17.85916023186617,49.05702585426256,27.816871534704553,77.35112959945332,5.551720941280128,51.44696889185946,watermelon
29.14759829262996,15.090721840924822,30.852214993606815,29.180611571234806,97.77071463256374,5.715672942665647,178.4094280778509,coconut
8.475277729946805,65.83063268510405,27.610775489040975,21.6987976337991,61.98080851253407,6.765611598465008,35.28155091289085,lentil
17.141320886253332,21.287419494608837,14.451670461303285,21.59260785161761,89.48418240476822,6.695918247293659,100.55608652204303,orange
52.885977179643675,69.53470091131592,54.44223465179277,32.73418168095417,92.01598995307644,6.54254216190267,126.0000859296061,papaya
16.41040554626199,65.84737687409874,25.89862604180355,27.582322892860073,46.34392852696201,5.945162995356411,126.95415700327153,pigeonpeas
18.039761086664427,16.084960791033293,11.264080762920125,19.95412287725055,95.11617948319409,7.491136537000512,107.4077997215989,orange
76.57312405919652,38.142795670021044,32.96244152641089,20.666549937227373,76.44712077267086,6.725681133027087,228.07035179442383,rice
100.86761075462647,15.40149119366023,45.90366767905314,31.86616571353955,86.0123384436742,6.131855070825517,19.47987183263807,muskmelon
15.255417395875813,75.73681598957779,24.660957821301924,26.290334138343162,54.67810073591472,5.46811194627651,132.50971676944653,pigeonpeas
109.76506589063165,10.783594651710539,48.97533762879196,27.31037079787214,88.49021350852439,6.5155637956778065,30.60342853211298,muskmelon
23.765196242075003,16.292252029192937,28.701565682794655,24.50378859680161,89.57516006259762,5.559320820342343,186.13100063872864,coconut
79.37758405174037,43.793112483526855,39.503814114507996,24.436918205734706,73.00328476107063,6.754443364563717,140.7912052121783,jute
113.53453647621203,92.77257330088237,57.218351595831194,27.874136954447838,80.1609254351842,6.2618451249535,115.98121427149533,banana
41.71047035152851,62.41011947694632,27.6558481588365,28.09377035931379,64.79353656496359,7.266806629052687,62.087152111981055,blackgram
56.18981419210915,55.960950099851715,49.321993800495584,35.3579784381094,97.86483849582133,6.542872212691996,184.19367963911765,papaya
92.09229080914646,90.12749778850845,47.98310127015659,22.544441511900203,69.7526275716516,6.378254855999793,114.24995964706677,banana
121.1749929374506,54.90319299738854,28.147812981606194,21.273987895870764,81.26591847849649,6.171219936098656,89.89602349629716,cotton
102.09046835024034,21.2718615366235,57.068848241456294,24.91248190232032,85.6965981536478,6.33327334342033,37.9935838779026,watermelon
12.851378784848144,11.73731804432967,9.390494413045964,22.51804014090178,96.25491339253382,7.227191267132424,119.07699523638423,orange
87.64983754351977,27.658324668667735,38.70873061025851,28.312525469631026,55.43301659611969,6.5618406138867815,158.95776640030354,coffee
54.70546941436098,65.88267008814074,76.20546563105442,17.941741182336802,15.7872808686629,7.4399825705826155,56.83689391563412,chickpea
79.49761890550863,38.80525976566795,35.46218168979201,21.269686008295,85.77695612912878,6.3502751562873145,170.67334265604347,rice
19.140710588606673,43.357691891598286,21.597623353914777,32.96085180547686,53.69943616419564,7.198835464473339,37.097780748465375,mothbeans
15.755476718147678,12.073947607032583,9.53949791329065,20.400656690142807,96.53392133337715,7.12175508000787,108.95222197724536,orange
17.178550736404905,24.629188708171576,33.27616814256881,31.77099233675749,43.38175214578911,5.66922955927287,108.16321330177131,mango
94.86636399376764,24.770479774863553,36.57972573147117,20.720550530136506,47.660908117613495,6.154129416905786,128.19134565751406,coffee
23.68145454758595,36.01936089450027,19.189380122600706,28.429146309636856,57.248059942581065,7.107857275271232,56.82571318808805,mothbeans
31.79305515224419,67.31165674809561,19.53584957629798,26.76446177590621,64.12352735047993,7.219795280515739,71.6039339501808,blackgram
9.371144375937133,18.067017717955824,48.46773566706836,21.45422217187433,88.53657270512362,5.814551865394912,121.47767556827347,pomegranate
79.7727697948096,63.245046129184445,37.4782815472862,17.77461611090932,57.21685413238048,6.381802985403692,80.79355971255575,maize
20.820872106467686,44.342727243203925,12.16070287317272,29.04012993281476,65.55778275792211,6.347976676648274,50.6771938895053,mothbeans
110.70397463321562,49.80596186350754,11.469585447989658,21.74673462523755,71.14471598831409,6.388903086805475,87.70454110272274,cotton
30.152648600541422,52.4285745109594,48.47688675822632,34.71651939311239,94.44617006775017,6.841560984363003,137.33164116062136,papaya
13.07006028800501,69.52794620917938,27.445565541641447,33.814349236268384,46.978012884080194,5.947428835816059,160.39520714397293,pigeonpeas
22.48622136690062,41.05383767461436,25.26992885591438,29.71601883490142,49.476357821945584,6.438724561065248,49.55095420918569,mothbeans
15.419040422593788,62.84088895884778,19.664108549753223,17.852720032667744,24.72820826285048,6.146173846600778,96.29920137944936,kidneybeans
119.57590876649665,27.758877003888074,23.945592517051992,24.58361079716339,46.86619237521387,6.488633989693447,175.4193427862599,coffee
44.30747965773162,70.5786712058542,30.971809502912254,36.55528468510833,61.56642328498352,7.587165497843345,71.83168189758901,blackgram
22.693200113394724,67.11943783020068,19.414937094062548,23.60722258462162,70.64119891634418,6.6372472780514675,38.55360276092636,lentil
16.390159400252923,15.142383235062638,30.807567496192036,25.703636870611742,100.0,5.648412897920141,205.4856117035107,coconut
79.92027358683383,47.39972069445013,40.386841538238095,20.41614739601521,89.61562038634828,6.361673013105397,168.8826153702063,rice
18.606718330603453,14.837534010190929,9.258485163266801,22.006282073364815,93.396200506105,6.486947469582462,125.55757208798006,orange
129.14109215768363,13.168746313006643,44.58405776666975,29.70078524378473,100.0,6.149141544788749,23.670858171765037,muskmelon
119.26817116042392,19.58826377585806,45.84964752435381,24.1544654518087,81.81561762896783,6.462764163412235,38.64098268583257,watermelon
23.923021439490118,66.90369810132803,18.68554585395866,20.06739767843614,24.18847646070084,5.345756155407347,121.71482542003308,kidneybeans
94.03348947871753,19.769134481680286,52.030470094243334,22.557540230207188,79.17399000017356,5.561909269437233,51.50353421146205,watermelon
110.72929614507346,75.17280420768711,54.82663333580563,29.113008629562238,89.26020022406836,5.874665096245915,88.5358352658641,banana
24.982852552897235,64.66752310385901,23.20239897600412,26.428490682006565,50.6202851411078,5.4556925830553,150.704188992678,pigeonpeas
8.868039647323958,35.06535064902164,17.520609139949254,31.291900562631128,45.17175984197202,5.9977102980918735,56.711794062192084,mothbeans
107.85185082310376,67.77855230103839,53.57372824944473,26.298827826444825,83.5372885543219,6.2330795077064485,129.11872591678735,banana
73.49215506906535,56.43132050404041,32.5253405732987,29.37665616589741,86.0753280279582,7.2702666368811055,134.2943225323045,jute
130.7881763526288,46.84842545428876,20.00197392438176,27.334550861779423,82.89788923556924,7.067588405121025,53.676224884893514,cotton
23.36810971953786,16.10746334762743,38.510665975215694,23.307094966326826,87.3630546918019,5.998468010391832,113.98145646637221,pomegranate
24.209918477260636,65.15396399776277,5.4650589033917925,25.875533830134582,43.80728089578014,5.310617255361716,124.25146723554855,pigeonpeas
46.45698077309848,62.13226900147766,82.81086215484976,19.516410477499882,21.24083962999552,8.027898011673324,76.92415967178766,chickpea
84.03940100275351,63.74636663142838,37.48411787437056,21.895034528509115,73.85400317817755,6.01190988266367,127.18672836995393,maize
23.97322041678333,17.074899444798305,25.784488476685652,23.49837154315692,96.40791702542917,5.845441980262952,229.93039718619343,coconut
25.756226332138645,20.646859477797648,36.1920606748189,20.081958136927774,90.7271360870288,5.78888688020057,133.38519858694806,pomegranate
74.2418175935532,38.62474151424178,28.490394176322077,18.454426813404343,88.83437133722262,6.693490314050385,192.52891881330865,rice
18.578076751967455,74.95291036308926,23.39465645029639,26.589013531672624,46.403018140869364,5.697727636796176,157.56633384750475,pigeonpeas
29.845472913814255,131.01279105544327,212.3963348628765,23.3239455448674,90.33331629613761,5.796499611199352,63.85856468752815,grapes
39.823721087965836,72.60930752397127,18.066605188432774,32.187190935007095,66.75582733813542,7.202498069585787,65.28685021931703,blackgram
21.81776339870981,14.23908704193861,31.65981964283277,28.53029619362182,92.13706975936736,5.949901659785197,206.90512445648992,coconut
38.789813730771904,66.0254585982366,88.07016077493651,19.780670166842587,10.0,7.396770232958929,74.94736194718774,chickpea
44.03665451581912,70.13269181668471,12.802188569598803,25.49138817395283,61.27028936762199,6.901537567245412,75.5341946350243,blackgram
19.271929218356238,17.444841537064285,30.816278131460827,22.596245467083598,97.29580657989278,5.569957275118689,199.48007129155118,coconut
87.43800713771199,55.17960684631636,34.59847800664553,24.617371984840435,68.2510058897933,6.1702472408661855,127.69955494071499,maize
100.11862679180784,74.15369593269153,53.69972025689658,32.039242146664584,81.71053019825209,6.575177744527837,82.11642437908374,banana
24.720928551575174,49.10773041768281,21.33409198147701,26.982633162189885,54.85030557634478,6.862880195970074,55.57805609925785,mothbeans
99.42729589177898,86.38453539765736,43.302553167356706,24.772840888707798,79.42001463839233,6.569366187797612,103.29281192379364,banana
31.819362473096803,63.07006983682509,13.094776984231126,20.911455786814628,24.886250020504573,5.630740087846569,126.79890994981552,kidneybeans
24.960193757935457,18.333388125889535,46.59098533617013,16.92547523556722,87.78368267591048,5.913427464853769,106.28160858791219,pomegranate
43.22984072269288,66.87902196804542,71.77038511415897,18.97307784516481,12.28384083536079,7.5563038165384695,68.35382702701607,chickpea
25.943770219427236,19.082658141025473,23.64357875442949,30.27141650717098,100.0,5.6186139773465325,215.96618983977777,coconut
17.253806733437123,15.258761689576842,6.610997622068389,21.52758060051074,86.34506305757206,6.9622541945355,93.90363007456077,orange
23.40679755221474,69.04303653850884,18.46095764430558,24.484242604658306,44.56659538858271,5.960445200903773,173.57961004978125,pigeonpeas
94.85061293566727,78.34641907981403,51.6949675690471,28.3687484655856,64.77671730378418,6.306490564148282,126.54552051365631,banana
84.67316029076265,72.97127461522372,54.86221998959005,29.61836224340883,81.81502142403039,5.483676743711859,99.62394636730667,banana
22.40959010375525,140.8871274455477,208.14606585005058,26.257193240072564,82.25204913636983,6.100165681791359,127.75604065855346,apple
19.97201990585477,70.34370827796256,14.54149561930343,18.838700892576796,24.78215103026311,5.954730633222943,100.59049578503726,kidneybeans
102.33285041087872,17.364435737987172,51.57011301243057,28.7191729299009,92.04613496497734,6.223991623371439,21.244163901880604,muskmelon
24.70590933209985,47.95948867936518,28.741713223949063,31.07532745774532,82.73050805837212,6.408194013955432,48.52629297455564,mungbean
12.99864447748145,40.913586538897604,20.797312534020644,25.321637453524346,55.56807232115548,6.910414124625769,31.314957865619462,mothbeans
24.005691306321147,21.56496207244197,35.099643027138775,28.604111848908595,100.0,5.788680791329744,163.293371347917,coconut
74.29915233673847,50.372374145376305,37.540459650593775,21.863241950933507,66.21669724661346,6.127629182643101,105.28083094771445,maize
11.587396242662681,138.9200405410296,182.03397055097543,19.113576315428844,92.00111973997895,5.87146253673396,91.81886590526554,apple
12.48686881784279,13.51509238126933,22.701066640410005,25.612112170221327,97.27587834934413,5.827313570546484,161.2560189833216,coconut
20.87605709454256,81.92629501301705,21.837408327371524,19.059410941482806,25.68720600790901,5.844806366162764,111.30141735677762,kidneybeans
16.12316986360875,53.517539659673794,23.32351372666555,26.341237487898095,58.009124268409685,6.7507287484844385,43.17996507488963,mothbeans
15.167060545073424,46.65938287416024,20.81985315426369,34.27959379662983,78.44058290218393,6.747814312990157,58.73101561015072,mungbean
13.008466123544725,70.59396508725861,23.317641212607604,24.514407952771172,70.76324051630846,6.534778861950914,48.74360337705481,lentil
109.67997778058972,19.816908406114376,49.68061083584327,21.23793204271445,80.00531811877204,6.0817900542958245,52.73780463539477,watermelon
23.61413447492756,47.55899579101694,24.035786002983347,29.553984329174355,86.13102376387018,6.308930702420226,48.19082662337312,mungbean
16.813461264856024,69.29193351775743,9.564864906989657,25.246146808028403,48.84470533564549,5.52709497490545,130.26987250420808,pigeonpeas
14.233337983971275,58.563278264446446,11.03053751066055,22.933657490663133,45.45489521184755,6.38597774125797,138.4824064820959,pigeonpeas
20.385782481088583,64.03094295965647,19.17184294841184,27.23573108915745,38.356329527925936,5.9374504344366095,129.40557550566388,pigeonpeas
11.784055944229165,66.12072797783965,28.30735082864009,20.062659464887886,22.922803622874735,5.321950570448226,95.75457887940784,kidneybeans
83.32881919683146,58.733568432166614,47.03254483254178,19.549192987038293,66.8433665443645,6.081998356301792,100.43117234402226,maize
83.76920410684292,44.25786024854203,48.700783159175316,27.22686552273491,86.22778407341812,6.524677067593529,200.45340281418555,jute
29.529436807047105,51.90243922089587,80.47079635802956,23.401533544532562,21.95578541175775,7.262897824582388,68.08363814367952,chickpea
19.145344481961658,133.1880681586453,211.53000153047253,23.00822623751604,94.50056414810433,6.049867672474761,126.26663656072607,apple
20.907305317403193,12.059416604938017,10.118709172400944,23.490343239852432,92.64424810677957,6.9352507733691535,127.06786663954058,orange
125.18987051112764,47.448922393291106,30.66517781055734,24.211821248204913,79.29379089465733,6.343049412864173,71.06907959653314,cotton
77.11341361079862,41.613592801690444,35.86384528223839,24.558039542723517,89.66369456501289,6.167371955462943,212.05135166296824,rice
22.10832705851782,14.712453129317037,30.39997927621791,27.364509029456805,90.22122821088678,5.780389465255044,177.93435706902085,coconut
21.065352767000263,149.3798498512352,206.43451922822774,25.016274486841098,81.35800867041196,5.979514137670713,67.36576364880496,grapes
12.148596468016127,62.42959320883456,15.84534583131105,21.173819449277264,62.26002090629431,6.835754906786644,51.69723589065107,lentil
116.46490631594622,20.08145310767945,54.04179774832854,24.64102329258055,92.57140367860242,5.934598310663663,49.749908686766034,watermelon
29.406193267614903,144.1644738727708,202.3326740564534,20.211405738815465,75.85236874391308,6.032168786525745,65.00128965494967,grapes
20.818684839099856,142.48116759269155,183.97218868876342,25.03624254493156,80.07909167146512,5.771359965445771,95.85975175683896,grapes
24.00888874511,67.17014793173341,22.068854278949544,31.126367572881758,65.83785052900495,7.4486778792517,62.60408779262868,blackgram
21.074723195156892,19.529049231726987,44.05852785806633,21.995755343123662,100.0,5.691622870496778,82.34094968345228,pomegranate
55.07669044747687,74.71621764136094,75.08920462570981,14.641147700132967,17.563544987644814,6.669468190331145,76.23167714184781,chickpea
20.2576690431901,18.98200836510654,29.788660007826035,26.441555343103055,88.75668287618686,6.135644776948873,159.70119614941535,coconut
71.28098857068643,49.932193010616295,48.35585163746804,21.372028968544402,61.65463630670042,6.511971406218823,90.91576690394704,maize
13.82907575633688,56.66973952925358,17.24610897199223,23.316841155492742,68.57746548384742,6.4802764715446575,32.83770566207512,lentil
30.074203314127775,123.2580072998585,198.32229343870532,22.6419295544714,76.16067346354144,5.901487422174959,81.07721095982448,grapes
106.81942535451918,16.80376929921382,49.93248377703512,21.679801036811646,83.50153252033556,5.770960409007267,53.06764011883373,watermelon
81.01931685118704,42.75461833216681,34.3441736961152,26.43188802642827,81.08756747969393,6.463194290229227,138.0393320306149,jute
109.5494465105615,30.137874140274043,30.634161047417603,27.59607612715021,58.4468036929812,6.79537095378716,171.28211610579368,coffee
104.30149949391938,33.13495773480563,29.234392716516556,19.551200499598014,49.49939565585869,6.72070422912792,147.59612804603694,coffee
18.826897150212933,67.19118997480014,12.757042926832279,19.100970055979637,21.79918153183302,6.486237927308992,88.32049461338755,kidneybeans
70.43219632979132,53.37727065521147,31.766214468357674,23.995680025885516,76.51941474326848,6.352139334864853,166.99939417695578,jute
16.8153964810186,46.29812470547332,21.538063340945982,26.426298958698847,59.76101339433572,7.027220058455535,51.39447048240739,mothbeans
17.479100844961643,66.59238663449177,21.738382417691682,18.53831430765934,19.297167683353553,5.710245725246407,88.69131091705796,kidneybeans
92.25037175936015,92.94475389451918,59.834584812541266,26.882567919094974,86.24855210092159,5.683050878812422,121.12832311772874,banana
18.48977250255068,65.35276106826454,23.659353521441478,21.005174087252353,23.264623828731114,5.840780276942558,81.96641815189341,kidneybeans
26.8766786744438,17.346828154578994,38.740677862621425,32.04794278203989,93.28877434926603,6.6509713415208465,176.61199174629778,coconut
53.9821530018204,63.116784147385864,40.10202862073736,31.75968359287047,96.74850192138935,6.78234050069097,121.06969903698133,papaya
46.11130269290504,57.02466546936395,49.619061943544914,32.01382556110113,84.96594727697564,6.536035511129057,143.04758608451849,papaya
17.245090982308753,47.84007670266264,23.726057673057415,29.502494773012636,81.6076309932897,6.622737674077786,42.62412457924036,mungbean
17.60140551616932,25.269449934665886,40.92865308361287,30.260286837221276,53.675660565270455,5.801914462288995,67.27612204882378,mango
18.29224740352825,20.737860967621323,42.108584665015485,20.821037064023425,81.49167070856292,5.757082549269815,110.81700507063783,pomegranate
111.1317918839159,18.59867516068112,46.913571465605564,28.606747010083513,91.03267861727151,6.0807158079047126,42.79871817701069,watermelon
27.32088619376219,71.98429386732904,21.403182022450682,25.2758614525854,23.488421890427453,5.816747758700378,104.20319020473681,kidneybeans
74.34886336924627,56.473876478226664,37.952438989203586,21.439086091043663,65.28324962448553,6.35890782630702,98.94251832911362,maize
28.990554478758796,136.16719642122882,177.74764708076216,23.095507003144963,93.22448650856364,5.719010945366554,121.60338255316138,apple
39.70728020525655,70.29824999041185,24.450917355102234,27.755711806135057,55.16337467887003,7.093626566217127,70.9353752996864,blackgram
47.174714526924255,65.65734676047084,71.8704621966777,11.544553796012085,14.12338672303032,7.1366609283516915,63.128204728488164,chickpea
18.665577075582668,131.7031120971402,207.3082729194564,26.301922087807462,82.7212676114102,6.099235141961471,70.84865458361104,grapes
21.48865303958737,137.30867162067148,185.9625315531415,20.772318513827223,76.38402474562311,6.613696364303146,75.3034290167058,grapes
113.65526462526266,76.95885735886122,52.87020965442015,26.670407630694193,79.07956566492041,5.768342283658686,129.9840482052979,banana
121.53254112136601,54.766875993621575,25.71478165815613,22.30786708254553,82.36476782356635,6.505018967129078,104.65771782366379,cotton
71.74502803207488,38.393070791735035,42.064657271378124,21.308826341588077,77.88889802216784,6.273106163447574,207.3489971332617,rice
18.420471941250984,20.07273287217658,37.77596580914755,21.417086060859376,89.77438554837974,5.722233028832655,106.29499966377847,pomegranate
16.65827402576599,46.69462164323812,13.707796831791736,20.505816947521183,87.00229815706865,6.5826716068763895,51.620668090867255,mungbean
95.2635454234881,105.54438668214897,53.62245530190864,34.10786190243449,86.97717041099592,6.072540621466724,109.52110604671677,banana
75.08978526914706,42.67446314490597,36.082197260519635,31.13481639409308,81.12585466113468,6.104871337164087,160.99477466364797,jute
15.49704823731969,41.33607524366128,20.751851081931694,25.467027888450787,86.51242321079104,6.255151722757925,31.188415855343667,mungbean
84.50536290347567,61.37409746083302,35.386389892188504,23.147229238552153,65.83226104106528,6.347735379202445,104.33752965861727,maize
39.85032994843282,65.05740773455557,87.99290175988811,20.842579386368573,13.908489328705564,7.32211568613736,63.283432654587145,chickpea
43.35625955125622,62.5625391109895,75.50033359741272,20.167144073483314,15.508667391632931,7.718089155370022,69.00363814385398,chickpea
33.98567159923853,64.86821201897229,88.18756567357404,18.339811231613293,11.246888086730532,7.475768680372561,66.31855914461006,chickpea
23.373710524199456,137.7755473283791,196.26939353371517,27.492231474493785,94.4659784424494,5.609499241023933,116.72458213603976,apple
66.79766792979358,49.157293829271765,45.897200603606436,21.592473043685885,73.43432735454562,6.606161712249624,196.56380464242147,rice
19.582810151048196,59.75177390150735,15.390700934373434,16.988127883755507,22.829069317595774,5.720803301110875,94.1739366999412,kidneybeans
56.36407660052543,66.81132555327535,64.7262314496755,33.75154261126679,88.68453913087306,6.835862298038467,139.67574099187016,papaya
99.7869132861042,31.712288026642756,24.200748488918524,24.325241381333946,56.99456032199816,6.128914022467146,150.60251675431286,coffee
41.323229282397634,60.089912156537814,16.581914302222817,32.52534232435204,59.74389985108749,6.340469205124756,65.72893992219073,blackgram
23.034252966078355,77.28271782414771,14.34555782337042,21.420896230434362,18.294475480073846,5.866653793902675,91.21970232770859,kidneybeans
21.171296322283826,29.395985366737058,34.266744886700735,29.517429930799263,51.41922283651368,6.0887507775859895,112.48392342716193,mango
14.38060797437203,28.512185041711533,42.2993599251469,33.344491718381896,45.67857369029732,6.140686175647443,90.24980681098626,mango
26.605265640239626,18.11654015818074,31.279721885391734,21.809333621563542,91.1161304540647,5.549953169139781,125.62478901232274,coconut
51.101135902973525,51.74991821916234,45.170145376942315,30.563491584821012,88.6833083824385,6.28745518238791,149.06964006904576,papaya
20.850981090742795,139.24584683047615,193.9589995524139,22.806414803317693,84.44726974815252,5.693664711552371,102.84483234814485,apple
33.229146760073014,63.78225083841269,87.23968654064929,16.995674003680378,15.385406147032013,6.913463226195194,77.23599065593461,chickpea
12.240012262104285,18.327248911049494,41.92985046284438,17.47006516829984,94.6404530549554,5.468855658667176,99.32829811926536,pomegranate
35.93487841882151,66.26109840591265,75.3740127278159,22.357402603412236,18.30697905840928,7.290142307883249,79.22207144043402,chickpea
103.07003060005361,17.875198176134926,51.07055491143067,30.46739166994786,92.27585318935732,6.399817455303314,30.983135604136212,muskmelon
